report,gold_idx,out_idx,choice_p,any_p,choice_confidence,level,gold_pot,out_pot,gold_typ,out_typ,gold_quote,out_quote
ocr_4,0,0,1.000,0.990,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"Een terra-sigillata schaaltje in fragment type Drag 18/ 31, met de
pottenbakkersstempel: COSI. RVTIN.","Een terra sigillata schaaltje in fragment type Drag. 18/31, met de pottenbakkersstempel: COSI. RVTIN."
ocr_4,1,1,1.000,0.950,0.960,same,Terra sigillata,Terra sigillata,,,Een terra-sigillata bodemfragment waarop aan de buitenzijde ingekrast:,Een terra sigillata bodemfragment waarop aan de buitenzijde ingekrast: KOVIN.
ocr_4,2,2,1.000,0.990,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 32,Dragendorff 32,Een terra-sigillata schaal in fragment type Drag 32.,Een terra sigillata schaal in fragment type Drag. 32.
ocr_4,3,3,1.000,0.990,1.000,same,Terra sigillata mortarium,Terra sigillata mortarium,Dragendorff 45,Dragendorff 45,Een terra-sigillata kom in fragment type Drag 45.,Een terra sigillata kom in fragment type Drag. 45.
ocr_4,4,4,1.000,0.980,1.000,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 29,Dragendorff 29,"Drie versierde terra-sigillata fragmenten Drag 29 en 37, met eierlijst, planten en dieren","Drie versierde terra sigillata fragmenten Drag. 29 en 37, met eijerlijst, planten en dieren."
ocr_4,5,5,1.000,0.990,1.000,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"Drie versierde terra-sigillata fragmenten Drag 29 en 37, met eierlijst, planten en dieren","Drie versierde terra sigillata fragmenten Drag. 29 en 37, met eijerlijst, planten en dieren."
ocr_4,6,6,1.000,0.990,1.000,same,Beaker,Beaker,,,"Een geverniste beker met schubbenversiering in fragment met een
diameter van 15 cm.",Een geverniste beker met schubbenversiering in fragment met een diameter van 15 cm.
ocr_4,7,7,1.000,0.980,0.990,same,Terra sigillata,Terra sigillata,,,Verder nog een dertigtal aardewerkfragmenten waaronder terrasigillata en inheems aardewerk.,Verder nog een dertigtal aardewerkfragmenten waaronder terra sigillata en inheems aardewerk.
ocr_4,8,8,1.000,0.980,1.000,same,Native ware,Native ware,,,Verder nog een dertigtal aardewerkfragmenten waaronder terrasigillata en inheems aardewerk.,Verder nog een dertigtal aardewerkfragmenten waaronder terra sigillata en inheems aardewerk.
ocr_5,0,0,0.910,0.950,0.860,same,Beaker,Beaker,,,"Deze vroeg-Romeinse drinkbeker van aardewerk is in Coriovallum gevonden, maar gemaakt in het Franse Lyon.","Deze vroeg-Romeinse drinkbeker van aardewerk is in Coriovallum gevonden, maar gemaakt in het Franse Lyon."
ocr_5,1,1,0.840,0.940,0.750,same,Beaker,ACO beaker,,,Bijzonder is de vroege datering van dit type bekers: ze werden voornamelijk tijdens het bewind van keizer Augustus gemaa,Deze zijn van een ACO-beker en schuin tegenover het badhuis gevonden. Bijzonder is de vroege datering van dit type beker
new_rep_1,0,0,1.000,0.970,1.000,same,Beaker,Painted beaker,,,een stuk van een geverfde beker bestrooid met kleikorreltjes. Deze beker heeft een wit baksel met een zwarte verflaag… H,een stuk van een geverfde beker bestrooid met kleikorreltjes. Deze beker heeft een wit baksel met een zwarte verflaag. H
new_rep_1,2,2,1.000,0.980,0.990,same,Red coarse ware,Red coarse ware,,,Twee rode ruwwandige fragmenten… kunnen niet nader geduid worden,Twee rode ruwwandige fragmenten en een sterk verweerd wit gladwandig fragment kunnen niet nader geduid worden.
new_rep_1,4,4,1.000,0.980,0.990,same,Dolium,Dolium,,,In de sporen S5 en S6 die vlak bij elkaar liggen zijn respectievelijk een rand van een groot bolrond voorraadvat (dolium,een rand van een groot bolrond voorraadvat (dolium)
new_rep_1,6,6,1.000,0.990,1.000,same,Baetican olive oil amphora,Baetican olive oil amphora,Dressel 20,Dressel 20,een oor van een olijfolieamfoor Dressel 20,een oor van een olijfolieamfoor Dressel 20
new_rep_1,7,7,1.000,0.990,1.000,same,Mortarium,Mortarium,Brunsting 37,Brunsting 37,en de rand van een wrijfschaal met verticale rand die vanaf 160 is te dateren,de rand van een wrijfschaal met verticale rand die vanaf 160 is te dateren (afb. 4.6.10)
new_rep_1,8,8,1.000,0.990,0.990,same,Dolium,Dolium,,,"een wandfragment van een dolium versierd met gladde ribbels,",een wandfragment van een dolium versierd met gladde ribbels
new_rep_1,9,9,0.990,0.990,0.990,same,Mortarium,Mortarium,,,een rand van een wrijfschaal met horizontale rand uit de 2e eeuw of later,een rand van een wrijfschaal met horizontale rand uit de 2e eeuw of later
new_rep_1,10,10,0.990,0.940,0.990,same,Pottery,Pottery,,,en een verploegd en niet herkenbaar fragment aardewerk.,een verploegd en niet herkenbaar fragment aardewerk
new_rep_1,1,1,0.980,0.970,0.970,same,Gallic wine amphora,Gallic wine amphora,Gauloise 4,Gauloise 4,Een tweede herkenbaar fragment is afkomstig van een wijnamfoor Gauloise 4.,Een tweede herkenbaar fragment is afkomstig van een wijnamfoor Gauloise 4.7
new_rep_1,3,3,0.980,0.990,0.980,same,White smooth-walled ware,White smooth-walled ware,,,en een sterk verweerd wit gladwandig fragment kunnen niet nader geduid worden.,een sterk verweerd wit gladwandig fragment kunnen niet nader geduid worden
new_rep_1,5,5,0.980,0.980,0.980,same,Olive oil amphora,Olive oil amphora,,,In de sporen S5 en S6 die vlak bij elkaar liggen zijn respectievelijk een rand van een groot bolrond voorraadvat (dolium,een fragment van een olijfolieamfoor aangetroffen
new_rep_2,0,0,1.000,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 29,Dragendorff 29,"--/89-0-0/8128, Drag. 29","--/89-0-0/8128, Drag. 29 (Fig. 22.6)."
new_rep_2,1,1,1.000,0.980,1.000,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 29,Dragendorff 29,"304-1/20-5-8, Drag. 29","304-1/20-5-8, Drag. 29 (Fig. 22.6)."
new_rep_2,2,2,1.000,0.980,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 29,Dragendorff 29,"399-2/1953-2.8, Drag. 29","399-2/1953-2.8, Drag. 29 (Fig. 22.6)."
new_rep_2,10,10,1.000,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"302-6/100-1-6, Drag. 37","302-6/100-1-6, Drag. 37 (Fig. 22.7)."
new_rep_2,12,12,1.000,0.970,0.980,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/27-2-24, Drag. 37","--/27-2-24, Drag. 37 (Fig. 22.7)."
new_rep_2,20,20,1.000,0.980,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"744-9/100-1-10, Drag. 37","744-9/100-1-10, Drag. 37 (not illustrated)."
new_rep_2,22,55,1.000,0.980,0.790,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/15-0-0/2098, Drag. 37","Basal wreath of S-shaped ornaments HZ-II O113 between plain borders, rosee HZ-II O98, spiral
ornament HZ-II O116. Ident"
new_rep_2,23,23,1.000,0.960,0.980,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"334-2/107-3-62 + 737-11/68-4-25, Drag. 37","334-2/107-3-62 + 737-11/68-4-25, Drag. 37 (Fig. 22.8)."
new_rep_2,25,25,1.000,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/16-0-0/2706 + 16-3-5/2395, Drag. 37","--/16-0-0/2706 + 16-3-5/2395, Drag. 37 (Fig. 22.8)."
new_rep_2,28,28,1.000,0.960,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,--/1895-12.46/13074,"--/1895-12.46/13074, Drag. 37 (Fig. 22.8)."
new_rep_2,32,32,1.000,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/27-3-17/5260, Drag. 37","--/27-3-17/5260, Drag. 37."
new_rep_2,34,34,1.000,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/1895-12.44/13070, Drag 37","--/1895-12.44/13070, Drag. 37."
new_rep_2,35,35,1.000,0.980,1.000,same,Terra sigillata,Terra sigillata cup,Dragendorff 27g,Dragendorff 27g,"702-19/7-0-11, Drag. 27g","702-19/7-0-11, Drag. 27g (Fig. 22.10)."
new_rep_2,36,36,1.000,0.960,1.000,same,Terra sigillata dish,Terra sigillata dish,,,"--/96-2-1/8220, dish","--/96-2-1/8220, dish (Fig. 22.10)."
new_rep_2,37,37,1.000,0.970,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18,Dragendorff 18,"--/1953-2.5/13052, Drag. 18","--/1953-2.5/13052, Drag. 18 (Fig. 22.10)."
new_rep_2,38,38,1.000,0.970,1.000,same,Terra sigillata cup,Terra sigillata cup,,,"--/1932-11.3/13041, cup","--/1932-11.3/13041, cup (Fig. 22.10)."
new_rep_2,39,39,1.000,0.970,1.000,same,Terra sigillata cup,Terra sigillata cup,Dragendorff 27,Dragendorff 27,"--/21-3-5/3776, Drag. 27","--/21-3-5/3776, Drag. 27 (Fig. 22.10)."
new_rep_2,40,40,1.000,0.970,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18r,Dragendorff 18R,"--/1932-11.3/13043, Drag. 18R?","--/1932-11.3/13043, Drag. 18R? (Fig. 22.10)."
new_rep_2,41,41,1.000,0.970,1.000,same,Terra sigillata,Terra sigillata cup,Dragendorff 27g,Dragendorff 27g,"--/7-1-25/197, Drag. 27g","--/7-1-25/197, Drag. 27g (Fig. 22.10)."
new_rep_2,42,42,1.000,0.970,0.990,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"--/96-2-1/11698, Drag. 18/31","--/96-2-1/11698, Drag. 18/31 (Fig. 22.10)."
new_rep_2,44,44,1.000,0.980,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"--/95-1-19/10815, dish (probably Drag. 18/31)","--/95-1-19/10815, dish (probably Drag. 18/31)."
new_rep_2,45,45,1.000,0.980,1.000,same,Terra sigillata cup,Terra sigillata cup,Dragendorff 27,Dragendorff 27,"--/95-2-9/10948, cup, probably Drag. 27","--/95-2-9/10948, cup, probably Drag. 27 (Fig. 22.10)."
new_rep_2,46,46,1.000,0.970,0.990,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"319-13/110-2-1, Drag. 18/31 or Drag. 31","319-13/110-2-1, Drag. 18/31 or Drag. 31 (Fig. 22.10)."
new_rep_2,48,48,1.000,0.970,0.990,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"--/1932-11.3/13042, Drag. 18/31 or Drag. 31","--/1932-11.3/13042, Drag. 18/31 or Drag. 31 (Fig. 22.10)."
new_rep_2,49,49,1.000,0.980,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 31,Dragendorff 31,"317-16/13-3-38, Drag. 31","317-16/13-3-38, Drag. 31."
new_rep_2,51,51,1.000,0.980,0.990,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"69-2-8/7253, Drag. 18/31","69-2-8/7253, Drag. 18/31 (Fig 22.11)."
new_rep_2,52,52,1.000,0.980,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18,Dragendorff 18,"27-2-27/5067, Drag. 18","27-2-27/5067, Drag. 18 (Fig. 22.11)."
new_rep_2,53,53,1.000,0.970,0.990,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 31,Dragendorff 31,"742-3/95-5-8/11211, Drag. 31","742-3/95-5-8/11211, Drag. 31 (Lud. Sb)"
new_rep_2,54,54,1.000,0.990,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 32,Dragendorff 32,"1932-11.3/13064, Drag. 32","1932-11.3/13064, Drag. 32 (Fig. 22.11)."
new_rep_2,7,7,0.990,0.940,0.980,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/95-1-18/10762, Drag","--/95-1-18/10762, Drag. 37 (Fig. 22.6)."
new_rep_2,11,11,0.990,0.970,0.980,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/95-1-18+95-1-60, Drag. 37","--/95-1-18+95-1-60, Drag. 37 (Fig. 22.7)."
new_rep_2,14,14,0.990,0.790,0.990,same,Terra sigillata decorated beaker,Terra sigillata decorated bowl,Dragendorff 30,Dragendorff 30,"--/96-2-1/8224, Drag. 30","--/96-2-1/8224, Drag. 30 (Fig. 22.7)."
new_rep_2,17,17,0.990,0.970,0.970,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"744-10/100-2-3/8440, Drag. 37","744-10/100-2-3/8440, Drag. 37 (Fig. 22.7)."
new_rep_2,24,24,0.990,0.970,0.980,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"757-17/104-3-5, Drag. 37","757-17/104-3-5, Drag. 37 (Fig. 22.8)."
new_rep_2,27,27,0.990,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"413-6/94-4-1/10531, Drag. 37","413-6/94-4-1/10531, Drag. 37 (Fig. 22.8)."
new_rep_2,29,29,0.990,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"319-8/110-2-1, Drag. 37","319-8/110-2-1, Drag. 37 (Fig. 22.9)."
new_rep_2,33,33,0.990,0.970,0.990,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/94-3-5/10503, Drag 37","--/94-3-5/10503, Drag. 37."
new_rep_2,43,43,0.990,0.940,0.980,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"730-2/27-5-1, Drag. 18/31","TAVRI[ANI], 730-2/27-5-1, Drag. 18/31 (Fig. 22.10)."
new_rep_2,50,50,0.990,0.970,0.980,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"812-2/27-3-7/5184, Drag. 18/31","812-2/27-3-7/5184, Drag. 18/31 (Fig. 22.11)."
new_rep_2,13,13,0.980,0.950,0.970,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/68-2-6/6276, Drag. 37","--/68-2-6/6276, Drag. 37 (Fig. 22.7)."
new_rep_2,16,16,0.980,0.970,0.970,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"413-2/94-4-3/10549, Drag. 37","413-2/94-4-3/10549, Drag. 37 (Fig. 22.7)."
new_rep_2,47,47,0.980,0.940,0.960,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,"--/0-0-0/10402, Drag. 18/31 or Drag. 31","--/0-0-0/10402, Drag. 18/31 or Drag. 31 (Fig. 22.10)."
new_rep_2,31,31,0.970,0.920,0.930,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/16-3-7/2427+2428, Drag. 37","--/16-3-7/2427+2428, Drag. 37 (not illustrated)."
new_rep_2,3,3,0.970,0.960,0.960,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/95-1-19/10813, Drag","--/95-1-19/10813, Drag. 37 (Fig. 22.6)."
new_rep_2,4,4,0.970,0.920,0.960,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"“--/1895-12.43/13072, Drag","--/1895-12.43/13072, Drag. 37 (Fig. 22.6)."
new_rep_2,8,8,0.970,0.950,0.950,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/0-0-0/12972, Drag. 37","--/0-0-0/12972, Drag. 37 (Fig. 22.6)."
new_rep_2,15,15,0.970,0.940,0.960,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/1953-2.5/11413, Drag. 37","--/1953-2.5/11413, Drag. 37 (Fig. 22.7)."
new_rep_2,18,18,0.970,0.960,0.960,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/16-2-34/2381, Drag. 37","--/16-2-34/2381, Drag. 37 (Fig. 22.7)."
new_rep_2,19,19,0.970,0.950,0.930,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/1895-12.42/14465, Drag. 37","--/1895-12.42/14465, Drag. 37 (Fig. 22.7)."
new_rep_2,21,21,0.970,0.950,0.850,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/0-0-0/10406, Drag. 37","--/0-0-0/10406, Drag. 37 (Fig. 22.8)."
new_rep_2,26,26,0.970,0.940,0.960,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/18-1-2/2773, Drag. 37","--/18-1-2/2773, Drag. 37 (Fig. 22.8)."
new_rep_2,30,30,0.970,0.950,0.950,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/1895-12.45/13069, Drag. 37","--/1895-12.45/13069, Drag. 37 (Fig. 22.9)."
new_rep_2,9,9,0.960,0.940,0.950,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/27-4-7/5351, Drag. 37","--/27-4-7/5351, Drag. 37 (Fig. 22.6)."
new_rep_2,6,6,0.940,0.960,0.910,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/13-3-9/1571, Drag. 37","--/13-3-9/1571, Drag. 37 (Fig. 22.6)."
new_rep_2,5,5,0.930,0.950,0.880,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"--/13-3-15/1588, Drag. 37","--/13-3-15/1588, Drag. 37 (Fig. 22.6)."
new_rep_2,,22,,,,overclaim,,Terra sigillata decorated bowl,,Dragendorff 37,,"--/15-0-0/2098, Drag. 37 (Fig. 22.8)."
new_rep_3,0,0,1.000,0.990,1.000,same,Terra sigillata,Terra sigillata,,,"Among the pottery, terra sigillata dates from the 2nd century","Among the pottery, terra sigillata dates from the 2nd century"
new_rep_3,1,1,1.000,0.990,1.000,same,Painted cup,Painted cup,,,painted cups from the 2nd and 3rd centuries,painted cups from the 2nd and 3rd centuries
new_rep_3,2,2,1.000,0.970,1.000,same,Amphorae,Amphora,,,amphorae (of which one comes from Campania),amphorae (of which one comes from Campania) date to the 1st century
new_rep_3,4,4,1.000,0.960,1.000,same,mortaria,Mortarium,,,"Other pottery derives from dolia, mortaria and jugs","Other pottery derives from dolia, mortaria and jugs."
new_rep_3,5,5,1.000,0.950,0.990,same,jugs,Jug,,,"Other pottery derives from dolia, mortaria and jugs","Other pottery derives from dolia, mortaria and jugs."
new_rep_3,3,3,0.970,0.710,0.950,same,Dolia,Dolium,,,"Other pottery derives from dolia, mortaria and jugs","Other pottery derives from dolia, mortaria and jugs."
new_rep_4,0,5,1.000,0.990,1.000,same,Argonnian terra sigillata bowl,Argonnian terra sigillata bowl,Chenet 320,Chenet 320,"Two fragments are Argonne Ware decorated with roller-stamps, these bowls of type Chenet 320 date to A.D.320-410.","Two fragments are Argonne Ware decorated with roller-stamps, these bowls of type Chenet 320 date to A.D. 320-410."
new_rep_4,1,3,1.000,0.990,1.000,same,Terra sigillata plate,Terra sigillata plate,Dragendorff 18/31,Dragendorff 18/31,plates Drag.18/31,plates Drag.18/31
new_rep_4,2,2,1.000,0.980,1.000,same,Terra sigillata cup,Terra sigillata cup,Dragendorff 33,Dragendorff 33,"The terra sigillata comprises cups bowls Drag.37,Drag.33,","The terra sigillata comprises cups bowls Drag. 37, Drag. 33"
new_rep_4,3,1,1.000,0.980,1.000,same,Terra sigillata decorated bowl,Terra sigillata decorated bowl,Dragendorff 37,Dragendorff 37,"The terra sigillata comprises cups bowls Drag. 37,",The terra sigillata comprises cups bowls Drag. 37
new_rep_4,4,4,1.000,0.990,1.000,same,Terra sigillata mortarium,Terra sigillata mortarium,Dragendorff 45,Dragendorff 45,band mortaria Drag. 45,mortaria Drag. 45
new_rep_4,,0,,,,overclaim,,Terra sigillata,,,,"Only terra sigillata has been collected. The terra sigillata comprises cups bowls Drag. 37, Drag. 33, plates Drag.18/31 "
new_rep_5,7,5,1.000,0.960,0.990,same,Painted ware,Painted ware,,,29 aardewerk Romeinse tijd,"29 aardewerk Romeinse tijd 1 geverfd aardewerk, techniek B, raadjesversiering"
new_rep_5,3,2,0.990,0.890,0.960,same,Pottery,Pottery,,,21 aardewerk Romeinse tijd,21 aardewerk Romeinse tijd 1
new_rep_5,5,4,0.990,0.890,0.970,same,Pottery,Pottery,,,25 aardewerk Romeinse tijd,25 aardewerk Romeinse tijd 1
new_rep_5,4,3,0.980,0.860,0.950,same,Pottery,Pottery,,,24 aardewerk Romeinse tijd,24 aardewerk Romeinse tijd 1
new_rep_5,0,0,0.970,0.920,0.910,same,Pottery,Pottery,,,7 aardewerk Romeinse tijd 1 bodemfragment,7 aardewerk Romeinse tijd 1 bodemfragment?
new_rep_5,2,6,0.960,0.900,0.920,same,Pottery,Pottery,,,20 aardewerk Romeinse tijd t/m Volle Middeleeuwen,20 aardewerk Romeinse tijd t/m Volle Middeleeuwen 1
new_rep_5,6,7,0.950,0.880,0.920,same,Pottery,Pottery,,,26 aardewerk Romeinse tijd t/m Volle Middeleeuwen,26 aardewerk Romeinse tijd t/m Volle Middeleeuwen 1
new_rep_5,1,1,0.910,0.910,0.780,same,Pottery,Pottery,,,12 aardewerk Romeinse tijd t/m Volle Middeleeuwen,12 aardewerk Romeinse tijd t/m Volle Middeleeuwen 1
